Unnamed: 0,questions,answers,similarity_score
221,What is the policy on open holes in No. 2 Common grade?,No open holes are permitted in No. 2 Common grade.,0.8830802732172325
222,What are the requirements for No. 1 Peck grade?,"No. 1 Peck grade requires a minimum of 10% well-distributed peck on the face side, with no light showing through the peck.",0.9737473305656609
223,What are the requirements for No. 2 Peck grade?,No. 2 Peck grade includes pieces that are not allowed in No. 1 Peck due to the fact that the peck allows light to show through. Each piece must still be suitable for ordinary handling and construction without breakage.,0.9737473305656609
224,What does the Model Stare Regulation specify?,"The Model Stare Regulation specifies that sales of hardwood lumber measured after kiln drying shall be quoted, invoiced, and delivered on the basis of net board footage, with no addition of footage for kiln drying shrinkage.",0.8676590868523532
225,How should sales of hardwood lumber be measured if kiln dried?,"Sales of hardwood lumber measured after kiln drying should be quoted, invoiced, and delivered on the basis of net board footage, with no addition of footage for kiln drying shrinkage.",0.9864381720980884
226,How should sales of hardwood lumber be measured if before kiln drying?,"Sales of hardwood lumber measured prior to kiln drying should be quoted, invoiced, and delivered on the basis of net board footage before kiln drying.",0.9864381720980884
227,What should be done if the purchaser requests kiln drying?,"If the purchaser requests kiln drying, the kiln drying charge should be clearly shown and identified on the quotation and invoice.",0.8815802318708282
228,What should NHLA members do regarding the Model Stare Regulation?,NHLA members are cautioned to consult applications of the states in which they do business regarding the Model Stare Regulation.,0.8676590868523532
229,What will National Inspectors do when inspecting kiln dried lumber?,National Inspectors will make no addition for estimated kiln shrinkage when inspecting kiln dried lumber.,0.914089939105694
230,Which grading rules apply to kiln dried lumber?,"The grading rules for air dried lumber will be applied to kiln dried lumber, unless otherwise specified.",0.9051242385178075
231,What are the allowances for scant lumber in the Standard Kiln Dried Rule?,"Rough kiln dried lumber specified 3/8"" to 1-3/4"" thick may be 1/16"" scant of the nominal thickness, 2"" and thicker may be 1/8"" scant, and the 10% of scant lumber admitted by Paragraph 36 may be 3/32"" scant on one side in 1"" to 1-1/2"" lumber and 3/16"" on one side in 2"" and thicker.",0.8936962186764301
232,What are the minimum widths allowed in all grades of kiln dried lumber?,"The minimum widths mentioned in all grades of kiln dried lumber may be 1/4"" scant in width, and the 10% admitted by Paragraph 10 may be 1/2"" scant in width.",0.9258461121461368
233,How will National Inspectors mark certificates under the Standard Kiln Dried Rule?,National Inspectors will mark certificates under the Standard Kiln Dried Rule specifications as 'Standard Kiln Dried Rule Applied.',0.914089939105694
234,What is the purpose of kiln drying hardwood lumber?,The purpose of kiln drying hardwood lumber is to minimize dimensional changes and remove moisture.,0.9390026323695098
235,How is moisture content of wood usually expressed?,Moisture content of wood is usually expressed as a percentage of the weight of water in the wood to the oven dry weight of the wood.,0.9103271148766731
236,What is considered as green or partly air dried lumber?,Lumber with a moisture content above 30% is considered as green or partly air dried lumber.,0.9006544708363746
237,What is the moisture content of air dried lumber?,The moisture content of air dried lumber is generally from 15% to 30%.,0.9783558877723746
238,What is the desired moisture content for kiln dried hardwood lumber?,Kiln dried hardwood lumber usually has a moisture content of 6% to 10%.,0.9419063934577309
239,What is the purpose of custom kiln drying?,Custom kiln drying is a commercial agreement between the kiln operator and the owner of the lumber.,0.9390026323695098
240,How much shrinkage can occur in kiln drying hardwood lumber?,"Shrinkage of hardwood lumber in kiln drying varies from about 3% to 9%, depending on species and initial dryness.",0.9166181676354667
241,What can cause degrade in kiln drying?,Some degrade can occur in kiln drying.,0.8644738469424187
242,Where can one find technical references on kiln drying?,Technical references on kiln drying can be found at the Forest Products Laboratory and the Dry Kiln Operators Manual.,0.870393473609386
243,Where can the Wood Handbook be obtained?,The Wood Handbook can be obtained from the Forest Products Laboratory.,0.8319963792621012
244,What is the purpose of inspecting surfaced lumber?,Surfaced lumber is inspected to determine its grade and quality.,0.9153718651107017
245,What determines the grade of surfaced lumber?,The grade of surfaced lumber is determined from the better face of the piece.,0.9885652898869165
246,What are some exceptions to the inspection rules for surfaced lumber?,"The reverse side of cuttings in FAS and No. 1 Common grades are not required to be sound. Skips, chips, and teen grain may be admitted within certain limits.",0.9215130680454507
247,"What is the maximum aggregate area allowed for skips, chips, and teen grain on the better face of FAS cuttings?","The maximum aggregate area allowed for skips, chips, and teen grain on the better face of FAS cuttings is 6 inches long by the width of the piece.",0.9866738174351972
248,"What is the maximum aggregate area allowed for skips, chips, and teen grain on the better face of F1F and Selecin cuttings?","The maximum aggregate area allowed for skips, chips, and teen grain on the better face of F1F and Selecin cuttings is 12 inches long by the width of the piece.",0.9808752223648718
249,"What is the maximum aggregate area allowed for skips, chips, and teen grain on the reverse side of FAS cuttings?","The maximum aggregate area allowed for skips, chips, and teen grain on the reverse side of FAS cuttings is one-third of the surface of the required cuttings.",0.9866738174351972
250,"What is the maximum aggregate area allowed for skips, chips, and teen grain on the dressed face of DIS lumber?","The maximum aggregate area allowed for skips, chips, and teen grain on the dressed face of DIS lumber is 6 inches long by the width of the piece.",0.9821159204423093
251,How is lumber specified as 'hit or miss' different from standard surfaced lumber?,"Lumber specified as 'hit or miss' can have skips, chips, or teen grain without limit, as long as the cutting area is thick enough to be surfaced to standard thickness.",0.8890369625967232
252,How should DIS lumber be inspected?,DIS lumber should be inspected from the dressed face according to the rules for rough lumber.,0.9195692657962113
253,"What is the maximum aggregate area allowed for skips, chips, and teen grain on the faces of required cuttings for DIS lumber?","The maximum aggregate area allowed for skips, chips, and teen grain on the faces of required cuttings for DIS lumber is not specified.",0.9821159204423093
254,What are the characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999993
